tick,hand_id,phase,grasp_state,vessel_proximity,ring_tension,support_polygon_margin,balance_state,tip_force_scalar,bimanual_cumulative_force,estop_state,collision_state,q_arm_1,q_arm_2,q_arm_3,q_arm_4,q_arm_5,q_arm_6,q_arm_7,finger_force_1,finger_force_2,finger_force_3,finger_force_4,finger_force_5,ee_pos_x,ee_pos_y,ee_pos_z
59,R,1,tripod,9.369,0.0,39.136,stable,2.5029,5.0058,armed,clear,0.00136,0.10291,0.2006,0.30031,0.40425,0.50835,0.60119,0.5585,0.4468,0.4819,0.5345,0.4812,15.771,-28.0,-40.588
60,L,1,tripod,7.075,0.0,42.207,stable,2.7366,5.4732,armed,clear,0.00439,0.10276,0.20074,0.30124,0.40356,0.50653,0.60068,0.5733,0.5834,0.4469,0.4811,0.6519,15.547,-28.675,-41.725
60,R,1,tripod,8.323,0.0,41.98,stable,3.0527,6.1054,armed,clear,0.0056,0.10274,0.2006,0.30816,0.40605,0.50212,0.60126,0.5857,0.5527,0.634,0.6836,0.5967,16.905,-28.04,-41.549
61,L,1,tripod,9.999,0.0,39.256,stable,2.7133,5.4266,armed,clear,0.0068,0.10572,0.20498,0.30268,0.40517,0.50695,0.60487,0.4667,0.5972,0.5606,0.5424,0.5464,16.699,-28.17,-41.61
61,R,1,tripod,6.743,0.0,39.523,stable,2.7998,5.5996,armed,clear,0.00224,0.10396,0.20799,0.306,0.40938,0.50228,0.60814,0.4901,0.4489,0.5517,0.6844,0.6247,16.889,-28.536,-40.776
62,L,1,tripod,7.442,0.0,41.385,stable,2.7628,5.5256,armed,clear,0.00259,0.10035,0.20344,0.30294,0.4051,0.50572,0.60137,0.6473,0.6507,0.4531,0.4604,0.5513,16.152,-28.94,-41.328
62,R,1,tripod,9.862,0.0,42.908,stable,2.7646,5.5292,armed,clear,0.00404,0.10729,0.20514,0.30781,0.40466,0.50422,0.60946,0.4913,0.6349,0.4261,0.6349,0.5774,15.868,-28.229,-40.069
63,L,1,tripod,9.247,0.0,38.438,stable,2.6213,5.2426,armed,clear,0.00426,0.10805,0.20479,0.30966,0.40294,0.50423,0.60313,0.6825,0.5435,0.4112,0.4799,0.5042,16.418,-28.008,-41.517
63,R,1,tripod,8.596,0.0,42.824,stable,3.1134,6.2268,armed,clear,0.00578,0.10702,0.20379,0.30344,0.40342,0.50704,0.60255,0.6624,0.4593,0.6246,0.6762,0.6909,15.582,-29.393,-40.513
64,L,1,tripod,7.348,0.0,40.076,stable,3.0995,6.199,armed,clear,0.00969,0.10051,0.20435,0.30211,0.40036,0.50784,0.60789,0.619,0.6586,0.5935,0.5728,0.6556,16.295,-29.148,-40.14
64,R,1,tripod,6.633,0.0,38.992,stable,2.7939,5.5878,armed,clear,0.00877,0.10722,0.20743,0.30932,0.40931,0.50359,0.60407,0.4482,0.6882,0.6739,0.5398,0.4438,16.94,-29.138,-40.98
65,L,1,tripod,9.118,0.0,38.024,stable,3.1621,6.3242,armed,clear,0.00468,0.10153,0.20128,0.3027,0.40308,0.50164,0.60667,0.6677,0.6885,0.6895,0.4419,0.6745,15.82,-29.67,-41.953
65,R,1,tripod,7.167,0.0,41.351,stable,2.744,5.488,armed,clear,0.00717,0.10525,0.2097,0.30129,0.40751,0.50651,0.60011,0.4119,0.5851,0.5517,0.6077,0.5876,16.219,-28.822,-40.584
66,L,1,tripod,8.415,0.0,42.454,stable,2.9473,5.8946,armed,clear,0.00761,0.1014,0.20934,0.30877,0.40862,0.50724,0.608,0.6972,0.4924,0.6603,0.6444,0.453,16.13,-28.385,-41.202
66,R,1,tripod,6.311,0.0,40.307,stable,3.0154,6.0308,armed,clear,0.00654,0.10498,0.20203,0.30702,0.40833,0.50566,0.60917,0.5841,0.618,0.5865,0.5708,0.656,15.975,-28.745,-40.005
67,L,1,tripod,8.872,0.0,42.477,stable,2.9329,5.8658,armed,clear,0.00557,0.10302,0.20561,0.3086,0.40785,0.50664,0.60663,0.5337,0.664,0.6271,0.5733,0.5348,15.485,-29.688,-41.479
67,R,1,tripod,8.861,0.0,39.486,stable,2.5094,5.0188,armed,clear,0.00076,0.10636,0.2042,0.30231,0.40527,0.50435,0.60554,0.4435,0.651,0.5084,0.403,0.5035,16.115,-29.352,-41.81
68,L,1,tripod,8.443,0.0,38.62,stable,2.9102,5.8204,armed,clear,0.00101,0.10344,0.2036,0.30783,0.40294,0.50119,0.60067,0.6975,0.4022,0.6774,0.562,0.5711,16.031,-29.109,-41.395
68,R,1,tripod,6.274,0.0,40.339,stable,2.5289,5.0578,armed,clear,0.00931,0.10434,0.20023,0.30171,0.40547,0.50766,0.60619,0.4949,0.4911,0.6459,0.4086,0.4884,16.523,-28.934,-41.925
69,L,1,tripod,8.476,0.0,38.679,stable,2.2613,4.5226,armed,clear,0.00185,0.10689,0.20218,0.30699,0.40446,0.50507,0.60828,0.4169,0.4309,0.4236,0.5407,0.4492,16.319,-28.009,-40.637
69,R,1,tripod,9.319,0.0,42.493,stable,2.655,5.31,armed,clear,0.00524,0.10813,0.20927,0.30322,0.40877,0.50495,0.60432,0.4555,0.6405,0.6358,0.4773,0.4459,16.802,-29.556,-41.965
70,L,1,tripod,6.318,0.0,38.555,stable,2.7344,5.4688,armed,clear,0.00438,0.10469,0.20065,0.302,0.40276,0.50402,0.60946,0.4012,0.6734,0.4477,0.5752,0.6369,15.329,-29.02,-40.138
70,R,1,tripod,6.47,0.0,39.911,stable,2.949,5.898,armed,clear,0.00058,0.10749,0.20268,0.30226,0.40965,0.50398,0.60707,0.4228,0.5795,0.6053,0.647,0.6944,16.157,-28.05,-40.298
71,L,1,tripod,7.336,0.0,38.781,stable,2.7234,5.4468,armed,clear,0.00752,0.10287,0.20393,0.306,0.40127,0.50181,0.6082,0.479,0.4823,0.5482,0.5623,0.6516,15.367,-28.362,-41.348
71,R,1,tripod,9.962,0.0,38.609,stable,3.0535,6.107,armed,clear,0.00152,0.10362,0.2096,0.30275,0.4087,0.50983,0.60801,0.6204,0.6731,0.6926,0.4273,0.6401,15.816,-29.799,-41.803
72,L,1,tripod,7.499,0.0,39.62,stable,2.7995,5.599,armed,clear,0.00906,0.10284,0.20395,0.30623,0.40613,0.50915,0.60011,0.5752,0.614,0.4335,0.4974,0.6794,15.757,-29.418,-40.208
72,R,1,tripod,8.404,0.0,40.281,stable,2.4881,4.9762,armed,clear,0.00453,0.10213,0.2097,0.30124,0.40353,0.50436,0.6032,0.4207,0.4553,0.4367,0.5541,0.6213,16.36,-28.261,-41.461
73,L,1,tripod,9.734,0.0,40.171,stable,2.645,5.29,armed,clear,0.00475,0.10432,0.20111,0.30171,0.4016,0.50644,0.60162,0.5021,0.4461,0.5449,0.4703,0.6816,15.713,-28.196,-40.49
73,R,1,tripod,8.469,0.0,39.786,stable,2.6483,5.2966,armed,clear,0.00145,0.10439,0.20947,0.30081,0.4028,0.50019,0.60493,0.4755,0.4775,0.4197,0.6777,0.5979,15.409,-28.623,-41.5
74,L,1,tripod,8.255,0.0,39.797,stable,3.0367,6.0734,armed,clear,0.00406,0.10386,0.2016,0.30489,0.40152,0.50813,0.60452,0.5455,0.6431,0.5822,0.6581,0.6078,15.67,-29.236,-40.952
74,R,1,tripod,9.458,0.0,41.276,stable,2.8449,5.6898,armed,clear,0.00336,0.10968,0.20746,0.30963,0.40987,0.50086,0.60645,0.5285,0.6035,0.6931,0.4032,0.6166,16.691,-28.197,-41.166
75,L,1,tripod,7.715,0.0,40.358,stable,2.4637,4.9274,armed,clear,0.00083,0.10109,0.20453,0.30204,0.40164,0.50015,0.60766,0.4379,0.4002,0.4976,0.6289,0.4991,16.667,-29.787,-40.551
75,R,1,tripod,8.957,0.0,41.32,stable,2.5075,5.015,armed,clear,0.00459,0.10668,0.20463,0.30392,0.40915,0.50336,0.60761,0.5519,0.6155,0.448,0.4053,0.4868,15.712,-29.616,-40.927
76,L,1,tripod,9.984,0.0,41.649,stable,2.6176,5.2352,armed,clear,0.00219,0.10333,0.2059,0.30882,0.40172,0.50211,0.60953,0.4669,0.5024,0.459,0.5199,0.6694,15.935,-28.175,-41.396
76,R,1,tripod,7.685,0.0,40.901,stable,2.6341,5.2682,armed,clear,0.00552,0.10719,0.20333,0.30255,0.4092,0.50063,0.60741,0.5897,0.4242,0.5293,0.6531,0.4378,16.149,-29.449,-40.926
77,L,1,tripod,9.006,0.0,41.165,stable,2.6872,5.3744,armed,clear,0.00937,0.10201,0.20159,0.30189,0.4018,0.50312,0.60821,0.5855,0.6258,0.4007,0.4012,0.674,15.612,-29.45,-41.075
77,R,1,tripod,7.211,0.0,38.345,stable,2.7539,5.5078,armed,clear,0.0062,0.10575,0.20581,0.3013,0.40987,0.50147,0.60557,0.522,0.6755,0.4968,0.6507,0.4089,15.515,-28.115,-41.994
78,L,1,tripod,7.348,0.0,38.832,stable,2.7405,5.481,armed,clear,0.00837,0.1,0.20584,0.30807,0.40359,0.50555,0.6015,0.6167,0.5729,0.4307,0.5084,0.6118,16.075,-29.956,-41.091
78,R,1,tripod,8.19,0.0,41.5,stable,2.7599,5.5198,armed,clear,0.0053,0.10117,0.20369,0.30718,0.40274,0.50478,0.60739,0.4802,0.6542,0.5471,0.492,0.5864,16.142,-29.264,-41.378
79,L,1,tripod,9.166,0.0,41.26,stable,2.7639,5.5278,armed,clear,0.00912,0.10127,0.20315,0.30588,0.40405,0.50064,0.60949,0.6781,0.4382,0.5522,0.57,0.5254,15.391,-29.659,-41.008
79,R,1,tripod,6.953,0.0,38.085,stable,2.555,5.11,armed,clear,0.0094,0.10552,0.20261,0.30431,0.40951,0.50971,0.60421,0.4815,0.6377,0.4053,0.476,0.5545,15.03,-28.882,-40.951
80,L,1,tripod,9.05,0.0,41.306,stable,2.4961,4.9922,armed,clear,0.00924,0.1031,0.20827,0.30811,0.40139,0.50697,0.60675,0.6315,0.4022,0.4156,0.4602,0.5866,15.637,-29.42,-41.02
80,R,1,tripod,8.477,0.0,40.267,stable,2.5738,5.1476,armed,clear,0.00438,0.10439,0.20465,0.30943,0.40539,0.50274,0.6088,0.5707,0.4718,0.4688,0.5488,0.5137,16.348,-29.175,-41.813
81,L,1,tripod,9.406,0.0,42.54,stable,2.9991,5.9982,armed,clear,0.00058,0.10212,0.20164,0.30003,0.40164,0.50587,0.60342,0.6625,0.5007,0.6498,0.6103,0.5758,15.369,-29.937,-41.781
81,R,1,tripod,6.751,0.0,42.945,stable,2.6399,5.2798,armed,clear,0.00754,0.10484,0.20263,0.30857,0.4012,0.50602,0.60051,0.5764,0.5625,0.4691,0.431,0.6009,16.001,-28.561,-41.824
82,L,1,tripod,7.539,0.0,42.054,stable,3.2525,6.505,armed,clear,0.00874,0.10246,0.2011,0.30387,0.40431,0.50745,0.60279,0.6687,0.6954,0.664,0.544,0.6804,16.582,-28.612,-41.84
82,R,1,tripod,8.271,0.0,38.729,stable,2.9666,5.9332,armed,clear,0.00261,0.10423,0.20532,0.30955,0.40424,0.50012,0.60257,0.5517,0.664,0.4684,0.6833,0.5992,16.806,-29.656,-41.439
83,L,1,tripod,8.885,0.0,41.018,stable,2.5743,5.1486,armed,clear,0.00661,0.10761,0.20901,0.3007,0.40103,0.50374,0.60744,0.5524,0.4088,0.5233,0.5442,0.5456,16.595,-28.625,-41.623
83,R,1,tripod,8.287,0.0,38.4,stable,2.6629,5.3258,armed,clear,0.00832,0.10283,0.20902,0.30994,0.40849,0.50971,0.60383,0.5467,0.6065,0.4611,0.5314,0.5172,15.287,-29.253,-41.187
84,L,1,tripod,7.724,0.0,39.549,stable,2.5328,5.0656,armed,clear,0.00378,0.10759,0.20719,0.30964,0.40429,0.50166,0.60321,0.5848,0.4908,0.6241,0.4275,0.4056,16.8,-29.872,-40.992
84,R,1,tripod,8.279,0.0,39.533,stable,2.6023,5.2046,armed,clear,0.0066,0.1024,0.20257,0.30054,0.40354,0.5019,0.60473,0.406,0.6417,0.5005,0.529,0.5251,15.818,-29.41,-40.597
85,L,1,tripod,7.695,0.0,42.463,stable,2.3742,4.7484,armed,clear,0.00599,0.10133,0.20508,0.30597,0.40589,0.50966,0.60737,0.5618,0.4698,0.4236,0.4433,0.4757,16.941,-29.303,-41.601
85,R,1,tripod,8.026,0.0,40.213,stable,2.8298,5.6596,armed,clear,0.00244,0.10861,0.20684,0.30749,0.4091,0.50636,0.60259,0.4863,0.4269,0.6388,0.5854,0.6924,15.046,-28.432,-40.552
86,L,1,tripod,8.277,0.0,39.529,stable,2.8909,5.7818,armed,clear,0.00447,0.10894,0.20417,0.30652,0.40116,0.50466,0.60257,0.6512,0.4404,0.6829,0.6886,0.4278,16.128,-28.143,-41.397
86,R,1,tripod,8.066,0.0,42.389,stable,2.5677,5.1354,armed,clear,0.0031,0.10575,0.2097,0.30429,0.40078,0.50629,0.60274,0.6129,0.4006,0.4525,0.6141,0.4876,15.09,-29.639,-41.482
87,L,1,tripod,8.246,0.0,39.86,stable,2.5889,5.1778,armed,clear,0.00034,0.10449,0.20513,0.30268,0.4063,0.50662,0.60584,0.492,0.5227,0.594,0.45,0.5302,16.632,-28.412,-41.573
87,R,1,tripod,6.847,0.0,38.774,stable,3.08,6.16,armed,clear,0.00996,0.10292,0.20388,0.30834,0.40372,0.50631,0.60965,0.5875,0.6577,0.698,0.4884,0.6484,16.761,-29.852,-41.141
88,L,1,tripod,6.395,0.0,39.647,stable,2.5523,5.1046,armed,clear,0.00725,0.10361,0.20416,0.3034,0.40571,0.50208,0.60006,0.5264,0.4734,0.405,0.4798,0.6677,15.101,-29.585,-40.721
88,R,1,tripod,9.349,0.0,42.268,stable,2.7023,5.4046,armed,clear,0.00747,0.10249,0.2045,0.30521,0.40292,0.50091,0.60978,0.4059,0.5939,0.5674,0.5654,0.5697,15.604,-29.327,-41.967
89,L,1,tripod,8.332,0.0,42.646,stable,2.754,5.508,armed,clear,0.00946,0.104,0.20648,0.3096,0.40298,0.50295,0.60038,0.4033,0.599,0.4253,0.6686,0.6578,15.183,-29.69,-41.357
89,R,1,tripod,6.59,0.0,38.26,stable,3.2196,6.4392,armed,clear,0.00846,0.10758,0.20414,0.30118,0.40757,0.50503,0.60509,0.6346,0.6469,0.6975,0.607,0.6336,16.373,-29.474,-41.005
90,L,1,tripod,6.061,0.0,42.377,stable,2.9996,5.9992,armed,clear,0.00926,0.10132,0.20602,0.30956,0.40091,0.50599,0.60587,0.4032,0.6732,0.6274,0.6997,0.5961,15.205,-28.552,-41.442
90,R,1,tripod,8.235,0.0,38.49,stable,2.605,5.21,armed,clear,0.00159,0.10213,0.20039,0.30608,0.40699,0.50791,0.60208,0.4502,0.5921,0.4026,0.5666,0.5935,16.033,-28.544,-41.005
91,L,1,tripod,9.951,0.0,38.043,stable,3.0679,6.1358,armed,clear,0.00812,0.10224,0.20898,0.3049,0.40415,0.50705,0.60443,0.5666,0.6875,0.6323,0.6531,0.5284,15.463,-29.089,-41.04
91,R,1,tripod,6.702,0.0,40.663,stable,2.7327,5.4654,armed,clear,0.00903,0.10906,0.20118,0.30744,0.40804,0.50325,0.60516,0.5267,0.534,0.6642,0.4612,0.5466,15.966,-29.34,-40.844
92,L,1,tripod,7.4,0.0,42.379,stable,2.8347,5.6694,armed,clear,0.00416,0.10401,0.20076,0.30456,0.40733,0.50667,0.6028,0.499,0.5745,0.6017,0.6075,0.552,15.587,-29.001,-40.053
92,R,1,tripod,7.344,0.0,42.85,stable,2.6811,5.3622,armed,clear,0.00973,0.10654,0.20296,0.30935,0.40517,0.50766,0.60667,0.5936,0.4521,0.5264,0.5902,0.5188,15.94,-28.914,-41.956
93,L,1,tripod,9.673,0.0,41.416,stable,3.0107,6.0214,armed,clear,0.00751,0.10557,0.20524,0.30182,0.40658,0.50378,0.60671,0.6218,0.5279,0.4946,0.69,0.6764,15.065,-29.396,-40.015
93,R,1,tripod,9.671,0.0,40.04,stable,2.9907,5.9814,armed,clear,0.0017,0.10808,0.20106,0.30044,0.40827,0.50895,0.60496,0.4866,0.5542,0.6936,0.5881,0.6682,16.725,-29.218,-41.989
94,L,1,tripod,7.455,0.0,41.79,stable,2.5939,5.1878,armed,clear,0.00975,0.10834,0.20967,0.30061,0.40524,0.50155,0.60763,0.4006,0.6239,0.4571,0.6946,0.4177,15.73,-28.38,-40.807
94,R,1,tripod,6.052,0.0,40.499,stable,2.8268,5.6536,armed,clear,0.00371,0.10847,0.2005,0.30784,0.40934,0.50584,0.60462,0.5714,0.4788,0.4997,0.6403,0.6366,16.432,-28.21,-40.423
95,L,1,tripod,6.961,0.0,39.328,stable,2.6078,5.2156,armed,clear,0.00456,0.10513,0.20459,0.30206,0.40494,0.50192,0.60824,0.4628,0.5473,0.6111,0.55,0.4366,16.773,-29.817,-41.615
95,R,1,tripod,6.95,0.0,40.029,stable,2.834,5.668,armed,clear,0.00818,0.10326,0.20438,0.30886,0.40162,0.50336,0.60123,0.626,0.6291,0.4555,0.6409,0.4825,16.285,-28.503,-40.109
96,L,1,tripod,8.008,0.0,42.901,stable,2.7393,5.4786,armed,clear,0.00565,0.10529,0.20917,0.3092,0.40479,0.50249,0.60247,0.6659,0.4232,0.5449,0.5948,0.5105,15.305,-28.615,-41.448
96,R,1,tripod,9.547,0.0,41.001,stable,2.5702,5.1404,armed,clear,0.00385,0.10936,0.20506,0.3062,0.40652,0.50283,0.60519,0.4594,0.595,0.5388,0.4303,0.5467,16.774,-29.15,-41.831
97,L,1,tripod,8.803,0.0,38.306,stable,2.6034,5.2068,armed,clear,0.00829,0.1021,0.2095,0.30503,0.40465,0.50594,0.60727,0.6125,0.4781,0.4921,0.4022,0.6185,16.297,-28.255,-41.942
97,R,1,tripod,6.666,0.0,38.296,stable,2.9788,5.9576,armed,clear,0.00501,0.10108,0.20255,0.30392,0.40515,0.50327,0.60385,0.6933,0.6589,0.608,0.5993,0.4193,15.199,-28.557,-41.487
98,L,1,tripod,7.885,0.0,38.586,stable,2.6095,5.219,armed,clear,0.0049,0.10104,0.20528,0.30811,0.40641,0.50541,0.60169,0.4649,0.4251,0.5866,0.491,0.6419,15.232,-29.608,-40.353
98,R,1,tripod,8.965,0.0,39.471,stable,2.534,5.068,armed,clear,0.00282,0.10016,0.2049,0.30891,0.4013,0.50445,0.60793,0.6218,0.5072,0.5611,0.4218,0.4221,16.355,-28.566,-41.742
99,L,1,tripod,7.004,0.0,38.744,stable,2.6161,5.2322,armed,clear,0.0051,0.10423,0.20496,0.30202,0.40215,0.50322,0.60465,0.4344,0.4189,0.6229,0.4764,0.6635,16.753,-29.751,-41.27
99,R,1,tripod,8.49,0.0,39.345,stable,2.8924,5.7848,armed,clear,0.00803,0.10841,0.20599,0.30695,0.40762,0.50346,0.60019,0.678,0.6151,0.6457,0.4255,0.5281,16.124,-29.984,-41.727
100,L,1,tripod,9.007,0.0,39.885,stable,2.6506,5.3012,armed,clear,0.00801,0.10611,0.20047,0.30605,0.4059,0.5018,0.60991,0.6724,0.4881,0.4715,0.5623,0.4563,16.085,-29.501,-40.108
100,R,1,tripod,6.344,0.0,41.791,stable,2.4473,4.8946,armed,clear,0.00481,0.1076,0.20475,0.30815,0.40546,0.50383,0.60086,0.5937,0.4894,0.4296,0.4591,0.4755,15.254,-28.469,-41.346
101,L,1,tripod,6.555,0.0,42.451,stable,2.4915,4.983,armed,clear,0.00243,0.10607,0.20529,0.30123,0.406,0.50232,0.60514,0.4625,0.6999,0.427,0.4092,0.4929,16.254,-28.859,-41.955
101,R,1,tripod,7.538,0.0,41.234,stable,2.7846,5.5692,armed,clear,0.00366,0.10901,0.20441,0.30539,0.40502,0.50457,0.60506,0.4345,0.5098,0.6494,0.5834,0.6075,15.257,-28.585,-40.074
102,L,1,tripod,7.814,0.0,39.517,stable,2.9429,5.8858,armed,clear,0.00554,0.10148,0.20357,0.30455,0.40018,0.5016,0.60567,0.7,0.4301,0.6329,0.6985,0.4814,15.61,-29.23,-41.546
102,R,1,tripod,9.139,0.0,38.843,stable,2.7262,5.4524,armed,clear,0.00326,0.10998,0.20986,0.30681,0.40168,0.50624,0.60183,0.6257,0.4684,0.6831,0.4505,0.4985,15.159,-29.477,-41.984
103,L,1,tripod,9.195,0.0,42.557,stable,2.6598,5.3196,armed,clear,0.00727,0.10732,0.20539,0.30799,0.40177,0.50084,0.60793,0.5718,0.6876,0.4855,0.4265,0.4884,16.097,-28.022,-40.332
103,R,1,tripod,8.154,0.0,38.005,stable,2.8139,5.6278,armed,clear,0.00561,0.10926,0.20088,0.30999,0.40614,0.50715,0.60517,0.5133,0.5942,0.5997,0.5413,0.5654,15.822,-28.665,-41.931
104,L,1,tripod,6.59,0.0,38.355,stable,2.7678,5.5356,armed,clear,0.00028,0.1033,0.20846,0.30764,0.40475,0.50869,0.60358,0.5728,0.4802,0.6073,0.5667,0.5408,16.834,-29.965,-40.378
104,R,1,tripod,6.514,0.0,42.482,stable,2.5139,5.0278,armed,clear,0.00291,0.1077,0.20883,0.30423,0.40941,0.5003,0.60318,0.5264,0.4907,0.525,0.5222,0.4496,16.127,-29.935,-40.936
105,L,1,tripod,9.004,0.0,40.766,stable,2.6426,5.2852,armed,clear,0.00786,0.10776,0.20266,0.30885,0.40885,0.50102,0.60486,0.4932,0.4369,0.6664,0.5895,0.4566,16.739,-28.326,-40.196
105,R,1,tripod,7.912,0.0,42.318,stable,2.7441,5.4882,armed,clear,0.00591,0.10868,0.20248,0.30304,0.40942,0.50129,0.60545,0.5318,0.4388,0.5828,0.4954,0.6953,16.219,-29.775,-41.475
106,L,1,tripod,8.019,0.0,38.083,stable,2.614,5.228,armed,clear,0.00835,0.10397,0.20266,0.30241,0.4078,0.50936,0.60791,0.6796,0.4196,0.4073,0.455,0.6525,15.615,-29.956,-41.232
106,R,1,tripod,7.788,0.0,42.236,stable,2.6423,5.2846,armed,clear,0.00529,0.10806,0.20451,0.3053,0.40552,0.50597,0.60342,0.4305,0.4281,0.6951,0.6676,0.421,16.63,-29.195,-40.597
107,L,1,tripod,8.746,0.0,41.726,stable,2.6156,5.2312,armed,clear,0.00771,0.10261,0.20669,0.30233,0.40009,0.50678,0.60771,0.4997,0.4581,0.6698,0.5809,0.4071,16.946,-29.006,-41.164
107,R,1,tripod,6.541,0.0,41.512,stable,2.9371,5.8742,armed,clear,0.00019,0.10123,0.20614,0.30347,0.40473,0.50955,0.60841,0.5695,0.5604,0.6335,0.5305,0.6432,15.569,-28.846,-40.78
108,L,1,tripod,6.452,0.0,40.967,stable,2.9779,5.9558,armed,clear,0.00225,0.10802,0.20677,0.30667,0.40805,0.5091,0.60341,0.5325,0.6911,0.6281,0.6927,0.4335,15.553,-28.92,-41.972
108,R,1,tripod,7.123,0.0,38.164,stable,2.6314,5.2628,armed,clear,0.00271,0.10471,0.20329,0.30197,0.40887,0.50611,0.60026,0.4006,0.5473,0.6212,0.4148,0.6475,16.091,-29.46,-41.304
109,L,1,tripod,9.13,0.0,38.336,stable,2.5351,5.0702,armed,clear,0.00984,0.10361,0.20859,0.30051,0.40367,0.50131,0.60454,0.4455,0.4021,0.6778,0.5434,0.4663,15.924,-29.154,-40.687
109,R,1,tripod,9.853,0.0,39.532,stable,2.7811,5.5622,armed,clear,0.0001,0.1004,0.20261,0.30285,0.40208,0.50905,0.60089,0.6199,0.4861,0.6107,0.6175,0.4469,15.629,-29.39,-40.998
110,L,1,tripod,7.267,0.0,38.155,stable,3.024,6.048,armed,clear,0.00607,0.10361,0.20406,0.30771,0.40127,0.50206,0.60128,0.5336,0.5884,0.6598,0.5812,0.661,15.153,-29.276,-41.16
110,R,1,tripod,8.743,0.0,38.356,stable,2.7783,5.5566,armed,clear,0.00543,0.10529,0.20252,0.3055,0.40007,0.5046,0.60099,0.5558,0.686,0.5688,0.4805,0.4872,16.44,-29.708,-41.649
111,L,1,tripod,8.857,0.0,40.053,stable,2.5659,5.1318,armed,clear,0.00453,0.10434,0.20646,0.30107,0.40558,0.50725,0.60571,0.6181,0.4595,0.5547,0.4011,0.5325,15.953,-29.02,-40.013
111,R,1,tripod,6.438,0.0,38.339,stable,2.6373,5.2746,armed,clear,0.00597,0.10224,0.20489,0.30993,0.40755,0.50691,0.60925,0.6208,0.5156,0.5352,0.5591,0.4066,16.948,-29.238,-40.652
112,L,1,tripod,8.396,0.0,39.019,stable,2.6625,5.325,armed,clear,0.00319,0.10554,0.20262,0.30388,0.407,0.50503,0.60796,0.5057,0.5407,0.4499,0.534,0.6322,15.122,-29.99,-41.122
112,R,1,tripod,8.765,0.0,42.067,stable,2.9725,5.945,armed,clear,0.00957,0.10303,0.20901,0.30183,0.40776,0.50926,0.60422,0.688,0.5872,0.5157,0.5452,0.6364,16.67,-29.471,-40.147
113,L,1,tripod,6.212,0.0,39.608,stable,2.595,5.19,armed,clear,0.00357,0.10603,0.20334,0.30271,0.401,0.50963,0.606,0.6826,0.4245,0.4787,0.4056,0.6036,16.717,-28.839,-40.44
113,R,1,tripod,8.36,0.0,39.139,stable,2.8714,5.7428,armed,clear,0.00527,0.1017,0.20042,0.30009,0.40363,0.50789,0.60962,0.4548,0.5788,0.5389,0.6414,0.6575,16.232,-28.621,-40.897
114,L,1,tripod,9.647,0.0,42.812,stable,3.1296,6.2592,armed,clear,0.00705,0.10423,0.20528,0.30202,0.40178,0.50259,0.6049,0.5159,0.6412,0.684,0.6005,0.688,15.052,-29.166,-40.886
114,R,1,tripod,6.482,0.0,40.886,stable,2.8981,5.7962,armed,clear,0.00501,0.10437,0.20158,0.30788,0.40588,0.50874,0.6043,0.677,0.6097,0.531,0.415,0.6654,15.058,-28.707,-40.284
115,L,1,tripod,6.129,0.0,40.071,stable,2.5908,5.1816,armed,clear,0.00735,0.10787,0.20125,0.30214,0.40748,0.50779,0.6086,0.4574,0.5603,0.6223,0.4886,0.4622,16.299,-28.542,-40.897
115,R,1,tripod,7.419,0.0,39.919,stable,2.6039,5.2078,armed,clear,0.0069,0.10816,0.20856,0.30457,0.40142,0.50554,0.60431,0.5033,0.4125,0.4609,0.6582,0.569,15.709,-28.093,-41.116
116,L,1,tripod,8.245,0.0,42.754,stable,2.7085,5.417,armed,clear,0.00406,0.10476,0.2047,0.30046,0.40009,0.50747,0.60137,0.6415,0.6451,0.5429,0.4705,0.4085,15.815,-28.902,-41.62
116,R,1,tripod,7.873,0.0,40.3,stable,2.7397,5.4794,armed,clear,0.0094,0.10364,0.20858,0.30691,0.40925,0.50892,0.60473,0.6137,0.4391,0.553,0.5566,0.5773,16.18,-28.157,-41.62
117,L,1,tripod,8.066,0.0,40.685,stable,2.9783,5.9566,armed,clear,0.00962,0.10267,0.20293,0.30709,0.40633,0.5015,0.60212,0.6253,0.433,0.6956,0.599,0.6254,15.259,-29.719,-41.2
117,R,1,tripod,7.762,0.0,39.528,stable,2.7787,5.5574,armed,clear,0.00716,0.10383,0.20313,0.30028,0.40417,0.50048,0.60556,0.6566,0.4341,0.6083,0.5274,0.5523,15.651,-29.085,-41.034
118,L,1,tripod,8.755,0.0,38.492,stable,2.7227,5.4454,armed,clear,0.00455,0.10051,0.20548,0.3098,0.40893,0.50222,0.60353,0.5749,0.6088,0.5407,0.4374,0.5609,16.648,-29.156,-41.523
118,R,1,tripod,8.265,0.0,41.211,stable,2.6701,5.3402,armed,clear,0.00232,0.10653,0.20305,0.30687,0.40049,0.50829,0.60305,0.5039,0.6592,0.5521,0.4795,0.4754,16.383,-28.803,-41.166
119,L,1,tripod,9.507,0.0,38.85,stable,2.8474,5.6948,armed,clear,0.0089,0.10857,0.20626,0.30854,0.40463,0.50343,0.60832,0.4893,0.6456,0.6727,0.6179,0.4219,15.495,-29.958,-41.22
119,R,1,tripod,9.2,0.0,40.137,stable,2.7628,5.5256,armed,clear,0.00935,0.10702,0.20373,0.30744,0.40742,0.50361,0.60123,0.5994,0.4185,0.6009,0.5751,0.5689,16.854,-29.05,-40.55
